sample_number,follow_number,Date_Collected,month,year,Who_Collected,Time_Collected,Orangutan_ID,ID_correction,class,flanged_since,known_birth_yr,known_birth_months,known_age_in_months,next_sib_birth_yr,next_sib_birth_month,last_inf_yr,last_inf_month,next_inf_yr,next_inf_mo,known_offspring,known_num_offspring,estim_birth,estim_age_years,age_class,comment
833,6993,24-Apr-15,4,2015,Abuk,5:31:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
832,6991,24-Apr-15,4,2015,Suwi,4:52:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,29,,
834,6998,25-Apr-15,4,2015,Allie,5:22:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
835,7000,25-Apr-15,4,2015,Abuk,5:00:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,29,,
837,7002,26-Apr-15,4,2015,Idun,10:30:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
836,7003,26-Apr-15,4,2015,Suwi,11:30:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,29,,
839,7007,27-Apr-15,4,2015,Suwi,4:53:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,17,,
838,7006,27-Apr-15,4,2015,Abuk,5:11:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
840,7013,28-Apr-15,4,2015,Suwi,10:16:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
841,7018,1-May-15,5,2015,Abuk,10:01:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,32,mid-aged flanged,
843,7020,2-May-15,5,2015,Abuk,5:31:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,32,mid-aged flanged,
842,7019,2-May-15,5,2015,Suwi,10:01:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>50,old female,
845,7023,3-May-15,5,2015,Allie,9:01:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,32,mid-aged flanged,
844,7021,3-May-15,5,2015,Abuk,4:44:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>50,old female,
846,7024,4-May-15,5,2015,Abuk,6:54:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,30,mid-aged flanged,
847,7025,4-May-15,5,2015,Allie,2:45:00 PM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,32,mid-aged flanged,
848,7026,4-May-15,5,2015,Suwi,6:06:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>50,old female,
850,7030,5-May-15,5,2015,Isman,7:25:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
851,7031,5-May-15,5,2015,Suwi,5:13:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,30,mid-aged flanged,
853,7033,6-May-15,5,2015,Hesti,8:40:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
852,7034,6-May-15,5,2015,Isman,4:25:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,30,mid-aged flanged,
854,7035,7-May-15,5,2015,Abuk,5:38:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,30,mid-aged flanged,
855,7039,8-May-15,5,2015,Suwi/Isman,4:54:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
858,7041,9-May-15,5,2015,Rahmatd,4:57:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
857,7042,9-May-15,5,2015,Abuk,5:04:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
856,7043,9-May-15,5,2015,Suwi,9:06:00 AM,Helium,Helium,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
859,7044,10-May-15,5,2015,Abuk,4:54:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
860,7046,10-May-15,5,2015,Allie,5:08:00 AM,Helium,Helium,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
862,7047,11-May-15,5,2015,Idun,4:46:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
861,7048,11-May-15,5,2015,Suwi,6:54:00 AM,Helium,Helium,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
864,7053,13-May-15,5,2015,Suwi,6:38:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
863,7054,13-May-15,5,2015,Idun,5:16:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,30,mid-aged flanged,
865,7059,14-May-15,5,2015,Abuk,5:42:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,30,mid-aged flanged,
866,7062,14-May-15,5,2015,Allie,5:09:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
867,7065,15-May-15,5,2015,Abuk,5:04:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
869,7063,15-May-15,5,2015,Suwi,5:24:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,30,mid-aged flanged,
868,7066,15-May-15,5,2015,Isman,4:55:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
870,7070,18-May-15,5,2015,Abuk,5:03:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
871,7075,20-May-15,5,2015,Awan,2:10:00 PM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
872,7076,21-May-15,5,2015,Abuk,5:01:00 AM,Momo,Momo,unflanged,2018,,,,,,,,,,,,<1993,22,old unflanged,
873,7082,22-May-15,5,2015,Abuk,4:38:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
875,7087,25-May-15,5,2015,Erin,5:12:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
874,7088,25-May-15,5,2015,Wendy,4:47:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
876,7089,26-May-15,5,2015,Wendy,4:35:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
878,7091,27-May-15,5,2015,Isman,4:42:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
877,7092,27-May-15,5,2015,Idun,5:09:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
879,7094,28-May-15,5,2015,Wendy,5:35:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
881,7095,29-May-15,5,2015,Suwi,5:02:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
880,7097,29-May-15,5,2015,Abuk,5:11:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
882,7100,30-May-15,5,2015,Suwi,5:10:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,35,,
883,7101,31-May-15,5,2015,Abuk,5:33:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,35,,
884,7111,5-Jun-15,6,2015,Abuk,4:58:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,29,,
887,7114,6-Jun-15,6,2015,Isman,5:12:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,29,,
888,7115,7-Jun-15,6,2015,Abuk,5:08:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
890,7116,7-Jun-15,6,2015,Isman,5:29:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
891,7118,8-Jun-15,6,2015,Suwi,4:59:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
892,7119,8-Jun-15,6,2015,Abuk,5:36:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
893,7120,8-Jun-15,6,2015,Rahmatd,5:14:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,29,,
894,7122,9-Jun-15,6,2015,Isman,5:25:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
895,7123,9-Jun-15,6,2015,Idun,5:14:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
896,7121,9-Jun-15,6,2015,Suwi,5:11:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,29,,
898,7125,10-Jun-15,6,2015,Allie,5:08:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
900,7128,11-Jun-15,6,2015,Isman,5:42:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,17,,
899,7127,11-Jun-15,6,2015,Tono,5:17:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
902,7130,12-Jun-15,6,2015,Tono,5:28:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,17,,
901,7129,12-Jun-15,6,2015,Idun,5:22:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
903,7132,13-Jun-15,6,2015,Suwi,5:32:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,17,,
904,7131,13-Jun-15,6,2015,Abuk,5:21:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
906,7133,14-Jun-15,6,2015,Lady,5:37:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,17,,
905,7134,14-Jun-15,6,2015,Suwi,5:34:00 AM,Milo,Milo,nulliparous female,,,,,,,,,2015,12,,,2001,14,,early pregnancy
907,7135,15-Jun-15,6,2015,Abuk,5:43:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,17,,
908,7137,17-Jun-15,6,2015,Tono,5:23:00 AM,Teju,Teju,flanged,<2004,,,,,,,,,,,,<1978,37,old flanged,
909,7138,18-Jun-15,6,2015,Tono,5:16:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
910,7140,19-Jun-15,6,2015,Suwi,6:27:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
911,7142,20-Jun-15,6,2015,Abuk,7:27:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
912,7146,21-Jun-15,6,2015,Suwi,5:30:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
913,7148,22-Jun-15,6,2015,Idun,5:41:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
914,7150,22-Jun-15,6,2015,Abuk,5:15:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>37,old female,
915,7152,23-Jun-15,6,2015,Idun,5:22:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
916,7154,24-Jun-15,6,2015,Rahmatd,5:43:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
917,7156,25-Jun-15,6,2015,Tono,5:37:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,23,,
918,7159,26-Jun-15,6,2015,Isman,5:17:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>37,old female,
919,7164,28-Jun-15,6,2015,Suwi,4:47:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,25,young flanged,
920,7174,30-Jun-15,6,2015,Abuk,5:20:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
921,7176,1-Jul-15,7,2015,Tono,4:44:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>50,old female,
923,7180,2-Jul-15,7,2015,Tono,5:21:00 AM,Teju,Teju,flanged,<2004,,,,,,,,,,,,<1978,37,old flanged,
922,7179,2-Jul-15,7,2015,Isman,4:45:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>50,old female,
924,7184,3-Jul-15,7,2015,Abuk,5:36:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
926,7185,3-Jul-15,7,2015,Idun,5:04:00 AM,Bobo,Bobo,flanged,<2004,,,,,,,,,,,,<1980,35,old flanged,flanges still small in 2004
925,7183,3-Jul-15,7,2015,Suwi,4:43:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>50,old female,
927,7186,4-Jul-15,7,2015,Abuk,5:33:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
928,7187,4-Jul-15,7,2015,Rahmatd,5:21:00 AM,Bobo,Bobo,flanged,<2004,,,,,,,,,,,,<1980,35,old flanged,
929,7189,5-Jul-15,7,2015,Allie,11:14:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
930,7193,6-Jul-15,7,2015,Idun,5:12:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
931,7194,6-Jul-15,7,2015,Abuk,5:11:00 AM,Bobo,Bobo,flanged,<2004,,,,,,,,,,,,<1980,35,old flanged,
932,7195,6-Jul-15,7,2015,Isman,5:11:00 AM,Streisel,Streisel,local adolescent,,,,,2010,3,,,,,,,2002,13,,"after death mother Sidony in July 2014, Streisel often but not always in association with younger sibling Sony"
933,7198,7-Jul-15,7,2015,Isman,5:56:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
934,7199,7-Jul-15,7,2015,Rahmatd,5:19:00 AM,Bobo,Bobo,flanged,<2004,,,,,,,,,,,,<1980,35,old flanged,
936,7203,8-Jul-15,7,2015,Suwi,10:30:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
935,7206,8-Jul-15,7,2015,Isman,6:15:00 AM,Zola,Zola,nulliparous female,,,,,,,,,2016,,,,2000,15,,first? Infant early 2016
937,7211,10-Jul-15,7,2015,Abuk,5:18:00 AM,Pinky,Pinky,parous female,,,,,,,2008,,,,MM,2,<1986,29,,
956,7334,4-Sep-15,9,2015,Suwi,5:35:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
957,7337,5-Sep-15,9,2015,Abuk,5:08:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
958,7339,6-Sep-15,9,2015,Idun,7:12:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
959,7355,13-Sep-15,9,2015,Idun,12:40:00 PM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,32,mid-aged flanged,
960,7357,14-Sep-15,9,2015,Idun,5:11:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,32,mid-aged flanged,
961,7359,15-Sep-15,9,2015,Tono,4:40:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,32,mid-aged flanged,
962,7361,16-Sep-15,9,2015,Abuk,6:18:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,32,mid-aged flanged,
965,7365,17-Sep-15,9,2015,Wendy Erb,4:42:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,32,mid-aged flanged,
963,7365,17-Sep-15,9,2015,Idun,8:02:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,32,mid-aged flanged,
964,7368,17-Sep-15,9,2015,Abuk,5:07:00 AM,Wilma,Wilma,parous female,,,,,,,2013,,,,MFFF,4,<1978,37,old female,
966,7370,18-Sep-15,9,2015,Wendy Erb,5:03:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,32,mid-aged flanged,
967,7381,23-Sep-15,9,2015,Abuk,4:57:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
968,7385,24-Sep-15,9,2015,Wendy Erb,6:25:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
969,7388,25-Sep-15,9,2015,Wendy Erb,4:56:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
971,7389,26-Sep-15,9,2015,Abuk,5:02:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
970,7391,26-Sep-15,9,2015,Wendy Erb,12:18:00 PM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
973,7392,27-Sep-15,9,2015,Idun,7:55:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
974,7393,28-Sep-15,9,2015,Isman,5:15:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
975,7395,29-Sep-15,9,2015,Idun,9:55:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
976,7401,2-Oct-15,10,2015,Abuk,5:42:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,25,young flanged,
977,7409,3-Oct-15,10,2015,Tono,7:19:00 AM,Henk,Henk,flanged,<2004,,,,,,,,,,,,<1979,36,old flanged,
978,7407,3-Oct-15,10,2015,Suwi,4:55:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,29,,
979,7414,4-Oct-15,10,2015,Idun,4:59:00 AM,Henk,Henk,flanged,<2004,,,,,,,,,,,,<1979,36,old flanged,
980,7426,8-Oct-15,10,2015,Tono,7:58:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
981,7424,8-Oct-15,10,2015,Abuk,5:36:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>37,old female,
982,7429,9-Oct-15,10,2015,Abuk,4:48:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
983,7434,10-Oct-15,10,2015,Abuk,6:03:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
984,7445,14-Oct-15,10,2015,Idun,4:54:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
985,7449,15-Oct-15,10,2015,Abuk,4:35:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,28,young flanged,
986,7450,15-Oct-15,10,2015,Tono,5:44:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
989,7453,8-Nov-15,11,2015,Rebecca Brittain,1:49:00 PM,Milo,Milo,pregnant,,,,,,,,,2015,12,,,2001,14,,fires-heavy smoke & pregnant
990,7460,16-Nov-15,11,2015,Abuk,4:49:00 AM,Tuko,Tuko,flanged,<2013,,,,,,,,,,,,<1988,27,young flanged,
992,7464,17-Nov-15,11,2015,Tono,1:19:00 PM,Tuko,Tuko,flanged,<2013,,,,,,,,,,,,<1988,27,young flanged,
993,7470,19-Nov-15,11,2015,Abuk,8:55:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
994,7475,21-Nov-15,11,2015,Beth Barrow,8:18:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,37,old flanged,
997,7478,22-Nov-15,11,2015,Idun,4:41:00 AM,Bella,prob. Vodka,nulliparous female,,,,,,,,,,,,,c.2002,13,,
996,7481,22-Nov-15,11,2015,Beth Barrow,9:38:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
998,7486,23-Nov-15,11,2015,Abuk,6:10:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
999,7490,24-Nov-15,11,2015,Isman,8:02:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
1001,7491,25-Nov-15,11,2015,Isman,5:02:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,21,,
1000,7493,25-Nov-15,11,2015,Tono,6:15:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
1003,7497,26-Nov-15,11,2015,Suga,8:30:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
1004,7502,27-Nov-15,11,2015,Misdi,4:50:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,28,young flanged,
1005,7506,28-Nov-15,11,2015,Abuk,5:12:00 AM,Milo,Milo,pregnant,,,,,,,,,2015,12,,,2001,14,,fires-heavy smoke & pregnant
1007,7507,29-Nov-15,11,2015,Abuk,5:13:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,21,,
1008,7509,29-Nov-15,11,2015,Suwi,5:24:00 AM,Milo,Milo,pregnant,,,,,,,,,2015,12,,,2001,14,,fires-heavy smoke & pregnant
1009,7512,30-Nov-15,11,2015,Abuk,6:07:00 AM,Milo,Milo,pregnant,,,,,,,,,2015,12,,,2001,14,,fires-heavy smoke & pregnant
1081,7695,5-Feb-16,2,2016,Misdi,6:24:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1080,7694,5-Feb-16,2,2016,Abuk,4:40:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>38,old female,
1082,7697,6-Feb-16,2,2016,Tono,8:41:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>38,old female,
1083,7700,8-Feb-16,2,2016,Abuk,5:42:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1084,7702,9-Feb-16,2,2016,Idun,5:35:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1085,7705,10-Feb-16,2,2016,Beth Barrow,11:59:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1086,7708,11-Feb-16,2,2016,Isman,5:40:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1087,7711,12-Feb-16,2,2016,Abuk,6:01:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1088,7713,12-Feb-16,2,2016,Idun,5:47:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,31,mid-aged flanged,
1089,7714,13-Feb-16,2,2016,Suwi,5:38:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1090,7717,14-Feb-16,2,2016,Idun,5:37:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1091,7718,14-Feb-16,2,2016,Abuk,5:56:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,31,mid-aged flanged,
1092,7719,15-Feb-16,2,2016,Abuk,8:03:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1093,7720,16-Feb-16,2,2016,Rahmatd,5:08:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1094,7722,17-Feb-16,2,2016,Suwi,5:04:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1095,7724,18-Feb-16,2,2016,Abuk,5:38:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1096,7725,18-Feb-16,2,2016,Suwi,5:17:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1097,7727,19-Feb-16,2,2016,Suwi,4:33:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1098,7730,20-Feb-16,2,2016,Suwi,4:35:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1099,7732,21-Feb-16,2,2016,Rahmatd,4:54:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1100,7735,21-Feb-16,2,2016,Suwi,10:36:00 AM,Bobo,Bobo,flanged,<2004,,,,,,,,,,,,<1980,36,old flanged,
1101,7738,22-Feb-16,2,2016,Abuk,5:08:00 AM,Bobo,Bobo,flanged,<2004,,,,,,,,,,,,<1980,36,old flanged,
1115,7740,24-Feb-16,2,2016,Rahmatd,8:58:00 AM,Bobo,Bobo,flanged,<2004,,,,,,,,,,,,<1980,36,old flanged,
1102,7743,26-Feb-16,2,2016,Suwi,4:28:00 AM,Mawas,Mawas,local offspring,,2008,7,91,2014,11,,,,,,,,,,
1103,7744,27-Feb-16,2,2016,Tono,5:22:00 AM,Mawas,Mawas,local offspring,,2008,7,91,2014,11,,,,,,,,,,
1104,7748,29-Feb-16,2,2016,Abuk,11:14:00 AM,Mawas,Mawas,local offspring,,2008,7,91,2014,11,,,,,,,,,,
1105,7749,29-Feb-16,2,2016,Suga,11:26:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,29,young flanged,
1107,7751,1-Mar-16,3,2016,Rahmatd,5:22:00 AM,Mawas,Mawas,local offspring,,2008,7,92,2014,11,,,,,,,,,,
1108,7752,1-Mar-16,3,2016,Tono,4:36:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,29,young flanged,
1106,7753,1-Mar-16,3,2016,Idun,5:04:00 AM,Teju,Teju,flanged,<2004,,,,,,,,,,,,<1978,38,old flanged,
1109,7754,2-Mar-16,3,2016,Suwi,8:22:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,29,young flanged,
1110,7755,2-Mar-16,3,2016,Rahmatd,6:17:00 AM,Teju,Teju,flanged,<2004,,,,,,,,,,,,<1978,38,old flanged,
1111,7758,3-Mar-16,3,2016,Isman,5:31:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,29,young flanged,
1112,7759,3-Mar-16,3,2016,Tono,6:36:00 AM,Teju,Teju,flanged,<2004,,,,,,,,,,,,<1978,38,old flanged,
1114,7760,4-Mar-16,3,2016,Abuk,5:24:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,29,young flanged,
1113,7761,4-Mar-16,3,2016,Isman,5:43:00 AM,Teju,Teju,flanged,<2004,,,,,,,,,,,,<1978,38,old flanged,
1116,7763,5-Mar-16,3,2016,Suwi,6:03:00 AM,Teju,Teju,flanged,<2004,,,,,,,,,,,,<1978,38,old flanged,
1117,7765,6-Mar-16,3,2016,Idun,8:52:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1118,7767,7-Mar-16,3,2016,Abuk,5:32:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1119,7768,8-Mar-16,3,2016,Isman,5:37:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1120,7769,9-Mar-16,3,2016,Isman,9:41:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
